sender,receiver,edge_type
RomanMathquez,amermathsoc,mention
RomanMathquez,maanow,mention
rsachsgmu,dtkung,retweet
rsachsgmu,dtkung,mention
RubenAMartinezA,WanderingPoint,retweet
RubenAMartinezA,WanderingPoint,mention
ryanprior,ClaudioJacobo,retweet
ryanprior,ClaudioJacobo,mention
RyneVanK,DrMRLD,retweet
RyneVanK,DrMRLD,mention
sajinkoroth,AliciaPL25,retweet
sajinkoroth,sbagley,retweet
sajinkoroth,matthewando,retweet
sajinkoroth,WanderingPoint,retweet
sajinkoroth,AliciaPL25,mention
sajinkoroth,FedericoArdila,mention
sajinkoroth,sbagley,mention
sajinkoroth,matthewando,mention
sajinkoroth,WanderingPoint,mention
Sam71244027,sophgermain,reply
Sam71244027,sophgermain,mention
Sam71244027,DingleTeach,mention
samit_dasgupta,WanderingPoint,retweet
samit_dasgupta,WanderingPoint,mention
sandi_clement,siwelwerd,retweet
sandi_clement,VictorPiercey1,retweet
sandi_clement,ClaudioJacobo,retweet
sandi_clement,blkmathmagic,retweet
sandi_clement,siwelwerd,mention
sandi_clement,VictorPiercey1,mention
sandi_clement,ArisWinger,mention
sandi_clement,maanow,mention
sandi_clement,ClaudioJacobo,mention
sandi_clement,blkmathmagic,mention
sandi_clement,mathprofcarrie,mention
saracharala,pwr2dppl,quote-tweet
sarah_bockting,sbagley,retweet
sarah_bockting,WanderingPoint,retweet
sarah_bockting,sbagley,retweet
sarah_bockting,MarissaKawehi,retweet
sarah_bockting,MattBoelkins,retweet
sarah_bockting,sbagley,mention
sarah_bockting,WanderingPoint,mention
sarah_bockting,sbagley,mention
sarah_bockting,MarissaKawehi,mention
sarah_bockting,MattBoelkins,mention
sarah_bockting,thewordninja_bk,mention
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,joshlaison,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,maryepilgrim,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,maryepilgrim,reply
sbagley,sbagley,reply
sbagley,mathprofcarrie,retweet
sbagley,siwelwerd,retweet
sbagley,MBarany,retweet
sbagley,frontLahn,retweet
sbagley,mathprofcarrie,retweet
sbagley,joshlaison,retweet
sbagley,matthematician,retweet
sbagley,mathprofcarrie,retweet
sbagley,MarissaKawehi,retweet
sbagley,AliciaPL25,retweet
sbagley,VictorPiercey1,retweet
sbagley,KJMDPhD,retweet
sbagley,pwr2dppl,retweet
sbagley,VictorPiercey1,retweet
sbagley,mathprofcarrie,retweet
sbagley,DrClaireJanelle,retweet
sbagley,DrClaireJanelle,retweet
sbagley,WanderingPoint,retweet
sbagley,WanderingPoint,quote-tweet
sbagley,MarissaKawehi,quote-tweet
sbagley,LoboWithACause,quote-tweet
sbagley,WanderingPoint,quote-tweet
sbagley,robertkessler,quote-tweet
sbagley,thewordninja_bk,quote-tweet
sbagley,mathprofcarrie,quote-tweet
sbagley,kenandoesmath,mention
sbagley,mathprofcarrie,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,siwelwerd,mention
sbagley,joshlaison,mention
sbagley,WanderingPoint,mention
sbagley,MBarany,mention
sbagley,frontLahn,mention
sbagley,nancyekress,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,mathprofcarrie,mention
sbagley,joshlaison,mention
sbagley,matthematician,mention
sbagley,JointMath,mention
sbagley,FedericoArdila,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,mathprofcarrie,mention
sbagley,MarissaKawehi,mention
sbagley,nancyekress,mention
sbagley,JointMath,mention
sbagley,AliciaPL25,mention
sbagley,FedericoArdila,mention
sbagley,amermathsoc,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,amermathsoc,mention
sbagley,JointMath,mention
sbagley,VictorPiercey1,mention
sbagley,kenandoesmath,mention
sbagley,pwr2dppl,mention
sbagley,JointMath,mention
sbagley,amermathsoc,mention
sbagley,JointMath,mention
sbagley,KyJmd,mention
sbagley,pwr2dppl,mention
sbagley,JointMath,mention
sbagley,nancyekress,mention
sbagley,JointMath,mention
sbagley,VictorPiercey1,mention
sbagley,ArisWinger,mention
sbagley,maanow,mention
sbagley,JointMath,mention
sbagley,mathprofcarrie,mention
sbagley,DrClaireJanelle,mention
sbagley,JointMath,mention
sbagley,amermathsoc,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,DrClaireJanelle,mention
sbagley,WanderingPoint,mention
sbagley,JointMath,mention
sbagley,thewordninja_bk,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,mathprofcarrie,mention
sbagley,maryepilgrim,mention
sbagley,JointMath,mention
sbagley,AIMathematics,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
sbagley,maryepilgrim,mention
sbagley,JointMath,mention
sbagley,JointMath,mention
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,Shelby_M_Scott,reply
Shelby_M_Scott,matthematician,retweet
Shelby_M_Scott,mathprofcarrie,retweet
Shelby_M_Scott,VictorPiercey1,retweet
Shelby_M_Scott,matthematician,mention
Shelby_M_Scott,mathprofcarrie,mention
Shelby_M_Scott,jmm2021,mention
Shelby_M_Scott,VictorPiercey1,mention
Shelby_M_Scott,ArisWinger,mention
Shelby_M_Scott,maanow,mention
Shelby_M_Scott,qubeshub,mention
Shelby_M_Scott,mathprofcarrie,mention
Shelby_M_Scott,JointMath,mention
Shelby_M_Scott,qubeshub,mention
Shelby_M_Scott,maanow,mention
Shelby_M_Scott,FiveThirtyEight,mention
Shelby_M_Scott,JointMath,mention
Shelby_M_Scott,NSFINCLUDESHub,mention
Shelby_M_Scott,NEON_sci,mention
Shelby_M_Scott,BioQUESTed,mention
Shelby_M_Scott,qubeshub,mention
Shelby_M_Scott,BioQUESTed,mention
Shelby_M_Scott,qubeshub,mention
Shelby_M_Scott,mathprofcarrie,mention
Shelby_M_Scott,JointMath,mention
SherlockpHolmes,monsoon0,retweet
SherlockpHolmes,mathprofcarrie,retweet
SherlockpHolmes,monsoon0,retweet
SherlockpHolmes,monsoon0,mention
SherlockpHolmes,mathprofcarrie,mention
SherlockpHolmes,monsoon0,mention
shivfesta,elizabethmunch,retweet
shivfesta,elizabethmunch,mention
shivfesta,JointMath,mention
Shugars,mathprofcarrie,retweet
Shugars,mathprofcarrie,mention
Shugars,jmm2021,mention
SineOutlook,MarissaKawehi,retweet
SineOutlook,MarissaKawehi,mention
sister_stem,mathprofcarrie,quote-tweet
sister_stem,jmm2021,mention
siwelwerd,sbagley,retweet
siwelwerd,sbagley,retweet
siwelwerd,DrMRLD,retweet
siwelwerd,sbagley,mention
siwelwerd,sbagley,mention
siwelwerd,DrMRLD,mention
siwelwerd,washcoll,mention
SJMathematics,RG1gal,retweet
SJMathematics,RG1gal,mention
sleepymathgrl,blkmathmagic,retweet
sleepymathgrl,mathprofcarrie,retweet
sleepymathgrl,blkmathmagic,mention
sleepymathgrl,mathprofcarrie,mention
sleepymathgrl,blkmathmagic,mention
SoledadVillar5,mathyadriana,reply
SoledadVillar5,RG1gal,retweet
SoledadVillar5,WanderingPoint,retweet
SoledadVillar5,RG1gal,mention
SoledadVillar5,WanderingPoint,mention
SoledadVillar5,mathyadriana,mention
SoledadVillar5,diazlopezmath,mention
SoledadVillar5,mathprofcarrie,mention
SoledadVillar5,xl772,mention
SoledadVillar5,pwr2dppl,mention
SoledadVillar5,LoboWithACause,mention
SoledadVillar5,WanderingPoint,mention
SoledadVillar5,RachelleDeCoste,mention
sophgermain,davidwees,reply
sophgermain,davidwees,mention
sophgermain,DingleTeach,mention
sophgermain,mathprofcarrie,mention
sophgermain,Sam71244027,mention
sophgermain,DingleTeach,mention
ssnewbery,darrenglass,retweet
ssnewbery,darrenglass,mention
suburbanlion,WanderingPoint,retweet
suburbanlion,WanderingPoint,mention
sunstoneUU,pwr2dppl,retweet
sunstoneUU,pwr2dppl,mention
superyarn,WanderingPoint,retweet
superyarn,WanderingPoint,mention
susan_dagostino,benjamindickman,retweet
susan_dagostino,benjamindickman,mention
susan_dagostino,Morehouse,mention
susan_dagostino,AWMmath,mention
susan_dagostino,JointMath,mention
susmcgowan,siwelwerd,retweet
susmcgowan,siwelwerd,mention
SuzanneSindi,pwr2dppl,retweet
SuzanneSindi,mathprofcarrie,retweet
SuzanneSindi,blkmathmagic,retweet
SuzanneSindi,WanderingPoint,retweet
SuzanneSindi,WanderingPoint,quote-tweet
SuzanneSindi,pwr2dppl,mention
SuzanneSindi,blkmathmagic,mention
SuzanneSindi,mathprofcarrie,mention
SuzanneSindi,jmm2021,mention
SuzanneSindi,blkmathmagic,mention
SuzanneSindi,pwr2dppl,mention
SuzanneSindi,WanderingPoint,mention
SuzanneSindi,xanderfaber,mention
SwipeWright,maanow,quote-tweet
swirlgirl31415,dtkung,mention
swirlgirl31415,maanow,mention
teachnext_tmb,RG1gal,retweet
teachnext_tmb,RG1gal,mention
tealismaking,sbagley,retweet
tealismaking,sbagley,mention
tealismaking,thewordninja_bk,mention
tealismaking,JointMath,mention
teehee_sarah,DrMRLD,retweet
teehee_sarah,DrMRLD,mention
Thalesdisciple,mathprofcarrie,retweet
Thalesdisciple,mathprofcarrie,mention
Thalesdisciple,jmm2021,mention
thebasepoint,WanderingPoint,retweet
thebasepoint,WanderingPoint,mention
thecaligarmo,WanderingPoint,retweet
thecaligarmo,WanderingPoint,mention
ThembaletuMbang,RG1gal,retweet
ThembaletuMbang,RG1gal,mention
thewordninja_bk,pwr2dppl,reply
thewordninja_bk,mathillustrated,retweet
thewordninja_bk,RG1gal,retweet
thewordninja_bk,dtkung,retweet
thewordninja_bk,mathillustrated,mention
thewordninja_bk,timchartier,mention
thewordninja_bk,RG1gal,mention
thewordninja_bk,dtkung,mention
thewordninja_bk,pwr2dppl,mention
thewordninja_bk,JointMath,mention
thewordninja_bk,LoboWithACause,mention
thewordninja_bk,pwr2dppl,mention
thewordninja_bk,BikeMath,mention
timchartier,mathillustrated,retweet
timchartier,mathillustrated,mention
timchartier,timchartier,mention
timhsuSF,LoboWithACause,retweet
timhsuSF,mathprofcarrie,retweet
timhsuSF,LoboWithACause,mention
timhsuSF,mathprofcarrie,mention
timhsuSF,jmm2021,mention
topologybee,matthematician,retweet
topologybee,matthematician,mention
topolojack,WanderingPoint,retweet
topolojack,WanderingPoint,mention
trans_versality,mathprofcarrie,retweet
trans_versality,pwr2dppl,retweet
trans_versality,mathprofcarrie,mention
trans_versality,jmm2021,mention
trans_versality,pwr2dppl,mention
trans_versality,amermathsoc,mention
trans_versality,maanow,mention
Trianglemancsd,WanderingPoint,retweet
Trianglemancsd,RG1gal,retweet
Trianglemancsd,WanderingPoint,mention
Trianglemancsd,RG1gal,mention
twistor,belladoesmath,retweet
twistor,ClaudioJacobo,retweet
twistor,mathprofcarrie,retweet
twistor,darrenglass,retweet
twistor,WanderingPoint,retweet
twistor,sbagley,retweet
twistor,ClaudioJacobo,retweet
twistor,LoboWithACause,retweet
twistor,susan_dagostino,retweet
twistor,ClaudioJacobo,mention
twistor,mathprofcarrie,mention
twistor,darrenglass,mention
twistor,WanderingPoint,mention
twistor,sbagley,mention
twistor,ClaudioJacobo,mention
twistor,mathprofcarrie,mention
twistor,LoboWithACause,mention
twistor,susan_dagostino,mention
twistor,Morehouse,mention
twonth,WanderingPoint,retweet
twonth,WanderingPoint,mention
TyLKelly,pwr2dppl,retweet
TyLKelly,WanderingPoint,retweet
TyLKelly,frontLahn,retweet
TyLKelly,blkmathmagic,retweet
TyLKelly,pwr2dppl,mention
TyLKelly,WanderingPoint,mention
TyLKelly,mathyadriana,mention
TyLKelly,frontLahn,mention
TyLKelly,blkmathmagic,mention
TyLKelly,pwr2dppl,mention
USpeaks,pwr2dppl,retweet
USpeaks,pwr2dppl,mention
uvmmathstats,xl772,retweet
uvmmathstats,xl772,mention
vacuou5ly_tru3,pwr2dppl,retweet
vacuou5ly_tru3,pwr2dppl,mention
Vaguery,siwelwerd,retweet
Vaguery,siwelwerd,mention
valeriadepaiva,WanderingPoint,retweet
valeriadepaiva,JohannaF_math,retweet
valeriadepaiva,WanderingPoint,mention
valeriadepaiva,JohannaF_math,mention
vanessainstem,pwr2dppl,retweet
vanessainstem,WanderingPoint,retweet
vanessainstem,pwr2dppl,retweet
vanessainstem,DrClaireJanelle,retweet
vanessainstem,DrClaireJanelle,retweet
vanessainstem,pwr2dppl,mention
vanessainstem,WanderingPoint,mention
vanessainstem,pwr2dppl,mention
vanessainstem,blkmathmagic,mention
vanessainstem,DrClaireJanelle,mention
vanessainstem,DrClaireJanelle,mention
vianey_lb,mathprofcarrie,retweet
vianey_lb,mathprofcarrie,mention
victorerikray,mathprofcarrie,retweet
victorerikray,mathprofcarrie,mention
victorerikray,jmm2021,mention
VictorPiercey1,mathprofcarrie,reply
VictorPiercey1,mathprofcarrie,reply
VictorPiercey1,DrMRLD,retweet
VictorPiercey1,pwr2dppl,retweet
VictorPiercey1,mathprofcarrie,retweet
VictorPiercey1,mathprofcarrie,retweet
VictorPiercey1,mathprofcarrie,retweet
VictorPiercey1,pwr2dppl,retweet
VictorPiercey1,mathprofcarrie,retweet
VictorPiercey1,WanderingPoint,quote-tweet
VictorPiercey1,VictorPiercey1,quote-tweet
VictorPiercey1,DrMRLD,mention
VictorPiercey1,kenandoesmath,mention
VictorPiercey1,JointMath,mention
VictorPiercey1,maanow,mention
VictorPiercey1,amermathsoc,mention
VictorPiercey1,ArisWinger,mention
VictorPiercey1,maanow,mention
VictorPiercey1,JointMath,mention
VictorPiercey1,amermathsoc,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,pwr2dppl,mention
VictorPiercey1,mathbabedotorg,mention
VictorPiercey1,ruha9,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,mathbabedotorg,mention
VictorPiercey1,maanow,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,callin_bull,mention
VictorPiercey1,maanow,mention
VictorPiercey1,mathbabedotorg,mention
VictorPiercey1,kenandoesmath,mention
VictorPiercey1,JointMath,mention
VictorPiercey1,maanow,mention
VictorPiercey1,amermathsoc,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,VictorPiercey1,mention
VictorPiercey1,pwr2dppl,mention
VictorPiercey1,mathyadriana,mention
VictorPiercey1,pwr2dppl,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,kenandoesmath,mention
VictorPiercey1,pwr2dppl,mention
VictorPiercey1,mathprofcarrie,mention
VictorPiercey1,mathprofcarrie,mention
vindas_melendez,WanderingPoint,retweet
vindas_melendez,mathyadriana,retweet
vindas_melendez,WanderingPoint,mention
vindas_melendez,mathyadriana,mention
vindas_melendez,LoboWithACause,mention
virtualcourtney,VictorPiercey1,retweet
virtualcourtney,MarissaKawehi,retweet
virtualcourtney,thewordninja_bk,quote-tweet
virtualcourtney,VictorPiercey1,mention
virtualcourtney,MarissaKawehi,mention
VRiveraQPhD,pwr2dppl,retweet
VRiveraQPhD,MarissaKawehi,retweet
VRiveraQPhD,MarissaKawehi,retweet
VRiveraQPhD,KJMDPhD,retweet
VRiveraQPhD,pwr2dppl,mention
VRiveraQPhD,blkmathmagic,mention
VRiveraQPhD,MarissaKawehi,mention
VRiveraQPhD,MarissaKawehi,mention
VRiveraQPhD,mathyadriana,mention
VRiveraQPhD,monsoon0,mention
VRiveraQPhD,thewordninja_bk,mention
VRiveraQPhD,pwr2dppl,mention
VRiveraQPhD,fra_berni,mention
VRiveraQPhD,KyJmd,mention
WanderingPoint,pwr2dppl,reply
WanderingPoint,WanderingPoint,reply
WanderingPoint,pwr2dppl,reply
WanderingPoint,WanderingPoint,reply
WanderingPoint,mathprofcarrie,reply
WanderingPoint,mathprofcarrie,reply
WanderingPoint,pwr2dppl,reply
WanderingPoint,mathprofcarrie,retweet
WanderingPoint,sbagley,retweet
WanderingPoint,pwr2dppl,retweet
WanderingPoint,VictorPiercey1,retweet
WanderingPoint,MarissaKawehi,retweet
WanderingPoint,sbagley,retweet
WanderingPoint,sbagley,retweet
WanderingPoint,siwelwerd,retweet
WanderingPoint,thewordninja_bk,quote-tweet
WanderingPoint,pwr2dppl,quote-tweet
WanderingPoint,pwr2dppl,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,sbagley,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,fra_berni,mention
WanderingPoint,FedericoArdila,mention
WanderingPoint,LoboWithACause,mention
WanderingPoint,ClaudioJacobo,mention
WanderingPoint,blkmathmagic,mention
WanderingPoint,xl772,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,amermathsoc,mention
WanderingPoint,maanow,mention
WanderingPoint,VictorPiercey1,mention
WanderingPoint,kenandoesmath,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,MarissaKawehi,mention
WanderingPoint,sbagley,mention
WanderingPoint,kenandoesmath,mention
WanderingPoint,sbagley,mention
WanderingPoint,mathyadriana,mention
WanderingPoint,siwelwerd,mention
WanderingPoint,xanderfaber,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,fra_berni,mention
WanderingPoint,FedericoArdila,mention
WanderingPoint,LoboWithACause,mention
WanderingPoint,ClaudioJacobo,mention
WanderingPoint,blkmathmagic,mention
WanderingPoint,xl772,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,xl772,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,FedericoArdila,mention
WanderingPoint,LoboWithACause,mention
WanderingPoint,ClaudioJacobo,mention
WanderingPoint,blkmathmagic,mention
WanderingPoint,xl772,mention
WanderingPoint,fra_berni,mention
WanderingPoint,pwr2dppl,mention
WanderingPoint,mathprofcarrie,mention
WanderingPoint,fra_berni,mention
WanderingPoint,FedericoArdila,mention
WanderingPoint,LoboWithACause,mention
WanderingPoint,ClaudioJacobo,mention
WanderingPoint,blkmathmagic,mention
WanderingPoint,xl772,mention
weinburd,mathcourtney,retweet
weinburd,mathcourtney,mention
weinburd,HZinnbrooks,mention
wizard2048,fra_berni,retweet
wizard2048,diazlopezmath,retweet
wizard2048,mathyadriana,retweet
wizard2048,DrMRLD,retweet
wizard2048,xl772,retweet
wizard2048,WanderingPoint,retweet
wizard2048,pwr2dppl,retweet
wizard2048,FedericoArdila,retweet
wizard2048,pwr2dppl,retweet
wizard2048,benjamindickman,retweet
wizard2048,pwr2dppl,retweet
wizard2048,mathyadriana,retweet
wizard2048,malagonmath,retweet
wizard2048,mathprofcarrie,retweet
wizard2048,pwr2dppl,retweet
wizard2048,mathprofcarrie,retweet
wizard2048,pwr2dppl,retweet
wizard2048,monsoon0,retweet
wizard2048,sbagley,retweet
wizard2048,sbagley,retweet
wizard2048,mathprofcarrie,retweet
wizard2048,fra_berni,mention
wizard2048,LoboWithACause,mention
wizard2048,pwr2dppl,mention
wizard2048,diazlopezmath,mention
wizard2048,mathyadriana,mention
wizard2048,mathprofcarrie,mention
wizard2048,LoboWithACause,mention
wizard2048,DrMRLD,mention
wizard2048,xl772,mention
wizard2048,WanderingPoint,mention
wizard2048,pwr2dppl,mention
wizard2048,xl772,mention
wizard2048,ash_wee_k,mention
wizard2048,FedericoArdila,mention
wizard2048,JointMath,mention
wizard2048,mayli,mention
wizard2048,duanecoop,mention
wizard2048,priyam886,mention
wizard2048,HaydeeLindo,mention
wizard2048,ErikaTCamacho,mention
wizard2048,mayli,mention
wizard2048,pwr2dppl,mention
wizard2048,benjamindickman,mention
wizard2048,achambertloir,mention
wizard2048,XenaProject,mention
wizard2048,HigherGeometer,mention
wizard2048,pwr2dppl,mention
wizard2048,mathyadriana,mention
wizard2048,LoboWithACause,mention
wizard2048,malagonmath,mention
wizard2048,mathprofcarrie,mention
wizard2048,pwr2dppl,mention
wizard2048,xl772,mention
wizard2048,mathprofcarrie,mention
wizard2048,pwr2dppl,mention
wizard2048,CengageLearning,mention
wizard2048,monsoon0,mention
wizard2048,sbagley,mention
wizard2048,sbagley,mention
wizard2048,mathprofcarrie,mention
wokewahlberg,sister_stem,retweet
wokewahlberg,sister_stem,mention
WolverKeith,MarissaKawehi,retweet
WolverKeith,MarissaKawehi,mention
xanderfaber,mathprofcarrie,retweet
xanderfaber,mathprofcarrie,mention
xanderfaber,jmm2021,mention
XCatepillan,diazlopezmath,retweet
XCatepillan,belladoesmath,retweet
XCatepillan,diazlopezmath,mention
xl772,xl772,reply
xl772,xl772,reply
xl772,xl772,reply
xl772,xl772,reply
xl772,pwr2dppl,reply
xl772,pwr2dppl,retweet
xl772,pwr2dppl,retweet
xl772,WanderingPoint,retweet
xl772,WanderingPoint,retweet
xl772,qsideinstitute,retweet
xl772,pwr2dppl,retweet
xl772,mathprofcarrie,retweet
xl772,sbagley,retweet
xl772,GoodsiePhD,retweet
xl772,VictorPiercey1,retweet
xl772,pwr2dppl,mention
xl772,SoledadVillar5,mention
xl772,mathyadriana,mention
xl772,diazlopezmath,mention
xl772,mathprofcarrie,mention
xl772,xl772,mention
xl772,LoboWithACause,mention
xl772,WanderingPoint,mention
xl772,RachelleDeCoste,mention
xl772,pwr2dppl,mention
xl772,xl772,mention
xl772,ash_wee_k,mention
xl772,WanderingPoint,mention
xl772,WanderingPoint,mention
xl772,qsideinstitute,mention
xl772,JointMath,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,pwr2dppl,mention
xl772,sbagley,mention
xl772,GoodsiePhD,mention
xl772,dtkung,mention
xl772,VictorPiercey1,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,FedericoArdila,mention
xl772,LoboWithACause,mention
xl772,ClaudioJacobo,mention
xl772,blkmathmagic,mention
xl772,WanderingPoint,mention
xl772,amermathsoc,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,FedericoArdila,mention
xl772,LoboWithACause,mention
xl772,ClaudioJacobo,mention
xl772,blkmathmagic,mention
xl772,WanderingPoint,mention
xl772,amermathsoc,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,FedericoArdila,mention
xl772,LoboWithACause,mention
xl772,ClaudioJacobo,mention
xl772,blkmathmagic,mention
xl772,WanderingPoint,mention
xl772,amermathsoc,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,FedericoArdila,mention
xl772,LoboWithACause,mention
xl772,ClaudioJacobo,mention
xl772,blkmathmagic,mention
xl772,WanderingPoint,mention
xl772,amermathsoc,mention
xl772,pwr2dppl,mention
xl772,mathprofcarrie,mention
xl772,FedericoArdila,mention
xl772,LoboWithACause,mention
xl772,ClaudioJacobo,mention
xl772,blkmathmagic,mention
xl772,WanderingPoint,mention
York_CDM,dtkung,retweet
York_CDM,mathprofcarrie,retweet
York_CDM,dtkung,mention
York_CDM,mathprofcarrie,mention
York_CDM,jmm2021,mention
Zoe_MM,VictorPiercey1,retweet
Zoe_MM,DrMRLD,retweet
Zoe_MM,VictorPiercey1,mention
Zoe_MM,DrMRLD,mention
